series_title,runtime,genre,rating,release_year,end_year,duration,cast,synopsis
La reina del flow,60,Music,7.7,2018,2021,3,"Carolina Ramírez, Carlos Torres, Andres Sandoval, Adriana Arango","A talented young Reggaeton music composer from Medellín, Colombia gets wrongly imprisoned in New York City, all her music is stolen, and her family is murdered. Years later she returns to Medellín to wreak revenge on those who wronged her."
Meet the Browns,30,Comedy,3.6,2009,2012,3,"Denise Boutte, Tamela J. Mann, David Mann, Lamman Rucker","For Cora Simmons, living at home as a grown adult has its challenges, especially with Mr. Brown for a daddy."
Paraíso,,Adventure,5.7,2021,2022,1,"Macarena García, Pau Gimeno, Cristian López, León Martínez",A science-fiction mystery series set not in the future but back in the year 1992.
Paraíso,,Drama,5.7,2021,2022,1,"Macarena García, Pau Gimeno, Cristian López, León Martínez",A science-fiction mystery series set not in the future but back in the year 1992.
Paraíso,,Mystery,5.7,2021,2022,1,"Macarena García, Pau Gimeno, Cristian López, León Martínez",A science-fiction mystery series set not in the future but back in the year 1992.
Dance Academy,24,Drama,8.0,2010,2013,3,"Xenia Goodwin, Alicia Banit, Dena Kaplan, Jordan Rodrigues",Fifteen-year-old Tara Webster's dream of dancing comes true when she gets into a top dance academy. She soon realizes dancing is only half the battle.
Dance Academy,24,Family,8.0,2010,2013,3,"Xenia Goodwin, Alicia Banit, Dena Kaplan, Jordan Rodrigues",Fifteen-year-old Tara Webster's dream of dancing comes true when she gets into a top dance academy. She soon realizes dancing is only half the battle.
Dance Academy,24,Music,8.0,2010,2013,3,"Xenia Goodwin, Alicia Banit, Dena Kaplan, Jordan Rodrigues",Fifteen-year-old Tara Webster's dream of dancing comes true when she gets into a top dance academy. She soon realizes dancing is only half the battle.
Tower of God,23,Animation,7.7,2020,2020,0,"Matthew David Rudd, Cherami Leigh, Johnny Yong Bosch, Scott Whyte","Reach the top, and everything will be yours. At the top of the tower exists everything in this world, and all of it can be yours."
Tower of God,23,Action,7.7,2020,2020,0,"Matthew David Rudd, Cherami Leigh, Johnny Yong Bosch, Scott Whyte","Reach the top, and everything will be yours. At the top of the tower exists everything in this world, and all of it can be yours."
Tower of God,23,Adventure,7.7,2020,2020,0,"Matthew David Rudd, Cherami Leigh, Johnny Yong Bosch, Scott Whyte","Reach the top, and everything will be yours. At the top of the tower exists everything in this world, and all of it can be yours."
The Name of the Rose,60,Drama,6.9,2019,2019,0,"John Turturro, Rupert Everett, Damian Hardung, Fabrizio Bentivoglio","In 1327, an enlightened friar and his young apprentice investigate a series of mysterious deaths at an abbey risking the wrath of a powerful Inquisitor. Television adaptation of Umberto Eco's novel 'The Name of the Rose'."
The Name of the Rose,60,History,6.9,2019,2019,0,"John Turturro, Rupert Everett, Damian Hardung, Fabrizio Bentivoglio","In 1327, an enlightened friar and his young apprentice investigate a series of mysterious deaths at an abbey risking the wrath of a powerful Inquisitor. Television adaptation of Umberto Eco's novel 'The Name of the Rose'."
The Name of the Rose,60,Mystery,6.9,2019,2019,0,"John Turturro, Rupert Everett, Damian Hardung, Fabrizio Bentivoglio","In 1327, an enlightened friar and his young apprentice investigate a series of mysterious deaths at an abbey risking the wrath of a powerful Inquisitor. Television adaptation of Umberto Eco's novel 'The Name of the Rose'."
Baretta,60,Crime,6.7,1975,1978,3,"Robert Blake, Tom Ewell, Michael D. Roberts, Edward Grover",The cases of maverick undercover New York City detective Tony Baretta (Robert Blake).
Baretta,60,Drama,6.7,1975,1978,3,"Robert Blake, Tom Ewell, Michael D. Roberts, Edward Grover",The cases of maverick undercover New York City detective Tony Baretta (Robert Blake).
Baretta,60,Mystery,6.7,1975,1978,3,"Robert Blake, Tom Ewell, Michael D. Roberts, Edward Grover",The cases of maverick undercover New York City detective Tony Baretta (Robert Blake).
Special,15,Comedy,7.6,2019,2021,2,"Ryan O'Connell, Jessica Hecht, Punam Patel, Marla Mindelle","A young gay man with cerebral palsy branches out from his insular existence, hoping to finally go after the life he really wants."
Special,15,Drama,7.6,2019,2021,2,"Ryan O'Connell, Jessica Hecht, Punam Patel, Marla Mindelle","A young gay man with cerebral palsy branches out from his insular existence, hoping to finally go after the life he really wants."
Run On,70,Drama,7.5,2020,2021,1,"Si-wan Yim, Shin Se-Kyung, Sooyoung Choi, Kang Tae-oh","Veering off course from his preset path, a track star follows his own pace and heart for the first time after a film translator steps into his life"
Run On,70,Romance,7.5,2020,2021,1,"Si-wan Yim, Shin Se-Kyung, Sooyoung Choi, Kang Tae-oh","Veering off course from his preset path, a track star follows his own pace and heart for the first time after a film translator steps into his life"
Wanted,60,Action,7.6,2016,2018,2,"Rebecca Gibney, Geraldine Hakewill, Anthony Phelan, Nicholas Bell",Two strangers are prime suspects in a murder.
Wanted,60,Crime,7.6,2016,2018,2,"Rebecca Gibney, Geraldine Hakewill, Anthony Phelan, Nicholas Bell",Two strangers are prime suspects in a murder.
Wanted,60,Drama,7.6,2016,2018,2,"Rebecca Gibney, Geraldine Hakewill, Anthony Phelan, Nicholas Bell",Two strangers are prime suspects in a murder.
One Step Beyond,25,Drama,7.9,1959,1961,2,"John Newland, Robert Douglas, Olan Soule, Will J. White","A collection of tales about paranormal events, horrifying folklore, and the world of the unknowns."
One Step Beyond,25,Fantasy,7.9,1959,1961,2,"John Newland, Robert Douglas, Olan Soule, Will J. White","A collection of tales about paranormal events, horrifying folklore, and the world of the unknowns."
One Step Beyond,25,Horror,7.9,1959,1961,2,"John Newland, Robert Douglas, Olan Soule, Will J. White","A collection of tales about paranormal events, horrifying folklore, and the world of the unknowns."
Rederiet,45,Drama,6.4,1992,2002,10,"Bert-Åke Varg, Johannes Brost, Hans V. Engström, Kenneth Söderman","""Rederiet"" is one of the most successful and longest running series in Swedish television history. The story is about a shipping company which conducts passenger traffic on the Baltic sea ...                See full summary »"
The Steve Harvey Show,30,Comedy,6.6,1996,2002,6,"Steve Harvey, Cedric the Entertainer, Merlin Santana, William Lee Scott",A former funk star named Steve Hightower enlists as a high school music teacher away from his original career in Chicago.
"Yo soy Betty, la fea",30,Comedy,8.3,1999,2001,2,"Ana María Orozco, Jorge Enrique Abello, Natalia Ramírez, Lorna Cepeda","An outcast in a prominent fashion company, a sweet-hearted and unattractive assistant falls hopelessly in love with her boss."
"Yo soy Betty, la fea",30,Drama,8.3,1999,2001,2,"Ana María Orozco, Jorge Enrique Abello, Natalia Ramírez, Lorna Cepeda","An outcast in a prominent fashion company, a sweet-hearted and unattractive assistant falls hopelessly in love with her boss."
"Yo soy Betty, la fea",30,Romance,8.3,1999,2001,2,"Ana María Orozco, Jorge Enrique Abello, Natalia Ramírez, Lorna Cepeda","An outcast in a prominent fashion company, a sweet-hearted and unattractive assistant falls hopelessly in love with her boss."
The Invaders,51,Drama,8.1,1967,1968,1,"Roy Thinnes, Kent Smith, Max Kleven, William Windom","The Aliens are here, posing as human, and not friendly. David Vincent has seen them land and now must evade them and convince others of their presence while not being put in the booby hatch."
The Invaders,51,Sci-Fi,8.1,1967,1968,1,"Roy Thinnes, Kent Smith, Max Kleven, William Windom","The Aliens are here, posing as human, and not friendly. David Vincent has seen them land and now must evade them and convince others of their presence while not being put in the booby hatch."
The Invaders,51,Thriller,8.1,1967,1968,1,"Roy Thinnes, Kent Smith, Max Kleven, William Windom","The Aliens are here, posing as human, and not friendly. David Vincent has seen them land and now must evade them and convince others of their presence while not being put in the booby hatch."
The Onedin Line,50,Adventure,7.6,1971,1980,9,"Peter Gilmore, Jessica Benton, Howard Lang, Mary Webster",James Onedin marries Anne Webster in order to get his hands on a ship. However the marriage turns out to be one of true love. James is ruthless in his attempt to get a shipping line started in Liverpool of the 1860s.
The Onedin Line,50,Drama,7.6,1971,1980,9,"Peter Gilmore, Jessica Benton, Howard Lang, Mary Webster",James Onedin marries Anne Webster in order to get his hands on a ship. However the marriage turns out to be one of true love. James is ruthless in his attempt to get a shipping line started in Liverpool of the 1860s.
The Onedin Line,50,Romance,7.6,1971,1980,9,"Peter Gilmore, Jessica Benton, Howard Lang, Mary Webster",James Onedin marries Anne Webster in order to get his hands on a ship. However the marriage turns out to be one of true love. James is ruthless in his attempt to get a shipping line started in Liverpool of the 1860s.
California Dreams,30,Comedy,7.0,1992,1997,5,"Kelly Packard, Michael Cade, Jay Anthony Franke, William James Jones",Siblings form a rock group with two friends.
California Dreams,30,Family,7.0,1992,1997,5,"Kelly Packard, Michael Cade, Jay Anthony Franke, William James Jones",Siblings form a rock group with two friends.
California Dreams,30,Music,7.0,1992,1997,5,"Kelly Packard, Michael Cade, Jay Anthony Franke, William James Jones",Siblings form a rock group with two friends.
Heathers,40,Comedy,5.7,2018,2018,0,"Grace Victoria Cox, Melanie Field, James Scully, Brendan Scannell","TV version of the 1988 black comedy ""Heathers,"" in which an outcast student plots to kill the cool kids."
Heathers,40,Crime,5.7,2018,2018,0,"Grace Victoria Cox, Melanie Field, James Scully, Brendan Scannell","TV version of the 1988 black comedy ""Heathers,"" in which an outcast student plots to kill the cool kids."
Heathers,40,Drama,5.7,2018,2018,0,"Grace Victoria Cox, Melanie Field, James Scully, Brendan Scannell","TV version of the 1988 black comedy ""Heathers,"" in which an outcast student plots to kill the cool kids."
Upper Middle Bogan,30,Comedy,7.9,2013,2016,3,"Annie Maynard, Patrick Brammall, Robyn Malcolm, Michala Banas","Middle class woman, Bess Denyar, discovers she's adopted. She's shocked to find her birth parents head up a drag racing team in the outer suburbs."
Silk,60,Drama,8.0,2011,2014,3,"Maxine Peake, Rupert Penry-Jones, Neil Stuke, Theo Barklem-Biggs","Drama series about life at the Bar, the dilemmas and problems that modern day barristers have to face, and what it means to become a silk."
Bad Blood,47,Crime,7.5,2017,2018,1,"Kim Coates, Louis Ferreira, Sharon Taylor, Melanie Scrofano",A dramatization of the life and death of Montreal mob boss Vito Rizzuto.
Bad Blood,47,Drama,7.5,2017,2018,1,"Kim Coates, Louis Ferreira, Sharon Taylor, Melanie Scrofano",A dramatization of the life and death of Montreal mob boss Vito Rizzuto.
Spenser: For Hire,60,Crime,7.3,1985,1988,3,"Robert Urich, Avery Brooks, Ron McLarty, Richard Jaeckel","Mystery and suspense series based on Robert Parker's ""Spenser"" novels. Spenser, a private investigator living in Boston, gets involved in a new murder mystery each episode."
Spenser: For Hire,60,Drama,7.3,1985,1988,3,"Robert Urich, Avery Brooks, Ron McLarty, Richard Jaeckel","Mystery and suspense series based on Robert Parker's ""Spenser"" novels. Spenser, a private investigator living in Boston, gets involved in a new murder mystery each episode."
Spenser: For Hire,60,Mystery,7.3,1985,1988,3,"Robert Urich, Avery Brooks, Ron McLarty, Richard Jaeckel","Mystery and suspense series based on Robert Parker's ""Spenser"" novels. Spenser, a private investigator living in Boston, gets involved in a new murder mystery each episode."
El marginal,60,Crime,8.2,2016,2022,6,"Nicolás Furtado, Claudio Rissi, Gerardo Romano, Martina Gusman","Pastor, an undercover cop sets on a mission to rescue the kidnapped daughter of a judge by infiltrating the prison where she's suspected to be at. Once inside he will have to learn to live by the prison's and the inmates' rules."
El marginal,60,Drama,8.2,2016,2022,6,"Nicolás Furtado, Claudio Rissi, Gerardo Romano, Martina Gusman","Pastor, an undercover cop sets on a mission to rescue the kidnapped daughter of a judge by infiltrating the prison where she's suspected to be at. Once inside he will have to learn to live by the prison's and the inmates' rules."
El marginal,60,Mystery,8.2,2016,2022,6,"Nicolás Furtado, Claudio Rissi, Gerardo Romano, Martina Gusman","Pastor, an undercover cop sets on a mission to rescue the kidnapped daughter of a judge by infiltrating the prison where she's suspected to be at. Once inside he will have to learn to live by the prison's and the inmates' rules."
Pinocchio,59,Comedy,8.1,2014,2015,1,"Lee Jong-Suk, Park Shin-Hye, Jin Kyung, Kim Young-kwang","A young boy, whose life and family has been destroyed by new media, gets adopted by a family in a rural area after being found lost at sea. He conceals his past for 13 years. But then the girl he loves, a reporter, finds out the truth."
Pinocchio,59,Drama,8.1,2014,2015,1,"Lee Jong-Suk, Park Shin-Hye, Jin Kyung, Kim Young-kwang","A young boy, whose life and family has been destroyed by new media, gets adopted by a family in a rural area after being found lost at sea. He conceals his past for 13 years. But then the girl he loves, a reporter, finds out the truth."
Pinocchio,59,Mystery,8.1,2014,2015,1,"Lee Jong-Suk, Park Shin-Hye, Jin Kyung, Kim Young-kwang","A young boy, whose life and family has been destroyed by new media, gets adopted by a family in a rural area after being found lost at sea. He conceals his past for 13 years. But then the girl he loves, a reporter, finds out the truth."
Friday the 13th: The Series,45,Fantasy,7.6,1987,1990,3,"Louise Robey, Chris Wiggins, John D. LeMay, Steve Monarque",Two young antique store owners must recover cursed antiques.
Friday the 13th: The Series,45,Horror,7.6,1987,1990,3,"Louise Robey, Chris Wiggins, John D. LeMay, Steve Monarque",Two young antique store owners must recover cursed antiques.
Friday the 13th: The Series,45,Mystery,7.6,1987,1990,3,"Louise Robey, Chris Wiggins, John D. LeMay, Steve Monarque",Two young antique store owners must recover cursed antiques.
Hangin' with Mr. Cooper,30,Comedy,6.4,1992,1997,5,"Mark Curry, Holly Robinson Peete, Sandra Quarterman, Marquise Wilson",American comedy with the larger-than-life teacher and his housemates.
Hangin' with Mr. Cooper,30,Family,6.4,1992,1997,5,"Mark Curry, Holly Robinson Peete, Sandra Quarterman, Marquise Wilson",American comedy with the larger-than-life teacher and his housemates.
Hangin' with Mr. Cooper,30,Sport,6.4,1992,1997,5,"Mark Curry, Holly Robinson Peete, Sandra Quarterman, Marquise Wilson",American comedy with the larger-than-life teacher and his housemates.
The Parkers,20,Comedy,6.9,1999,2004,5,"Mo'Nique, Dorien Wilson, Countess Vaughn, Jenna von Oÿ",Nikki and Kim Parker attend Santa Monica college to earn their degrees.
Dwight in Shining Armor,24,Adventure,7.5,2018,2021,3,"Sloane Morgan Siegel, Caitlin Carmichael, Joel McCrary, Danielle Bisutti","Dwight, a 21st century teen, falls into an ancient, underground chamber and lands lip-to-lip with Gretta, a gothic princess who has been magically sleeping for a thousand years."
Dwight in Shining Armor,24,Comedy,7.5,2018,2021,3,"Sloane Morgan Siegel, Caitlin Carmichael, Joel McCrary, Danielle Bisutti","Dwight, a 21st century teen, falls into an ancient, underground chamber and lands lip-to-lip with Gretta, a gothic princess who has been magically sleeping for a thousand years."
Dwight in Shining Armor,24,Fantasy,7.5,2018,2021,3,"Sloane Morgan Siegel, Caitlin Carmichael, Joel McCrary, Danielle Bisutti","Dwight, a 21st century teen, falls into an ancient, underground chamber and lands lip-to-lip with Gretta, a gothic princess who has been magically sleeping for a thousand years."
Legends,60,Action,7.4,2014,2015,1,"Sean Bean, Morris Chestnut, Ali Larter, Tina Majorino","Follows a deep-cover operative named Martin Odum, who has an uncanny ability to transform himself into a different person for each job. But his own identity comes into question when a ...                See full summary »"
Legends,60,Crime,7.4,2014,2015,1,"Sean Bean, Morris Chestnut, Ali Larter, Tina Majorino","Follows a deep-cover operative named Martin Odum, who has an uncanny ability to transform himself into a different person for each job. But his own identity comes into question when a ...                See full summary »"
Legends,60,Drama,7.4,2014,2015,1,"Sean Bean, Morris Chestnut, Ali Larter, Tina Majorino","Follows a deep-cover operative named Martin Odum, who has an uncanny ability to transform himself into a different person for each job. But his own identity comes into question when a ...                See full summary »"
Toradora!,24,Animation,8.0,2008,2009,1,"Rie Kugimiya, Junji Majima, Yui Horie, Hirofumi Nojima","Ryuji Takasu lives in a falling down house with his mother, and although being a nice guy is cursed with the evil look of his father causing people to avoid him. Taiga Aisaka is a tiny,self...                See full summary »"
Toradora!,24,Comedy,8.0,2008,2009,1,"Rie Kugimiya, Junji Majima, Yui Horie, Hirofumi Nojima","Ryuji Takasu lives in a falling down house with his mother, and although being a nice guy is cursed with the evil look of his father causing people to avoid him. Taiga Aisaka is a tiny,self...                See full summary »"
Toradora!,24,Drama,8.0,2008,2009,1,"Rie Kugimiya, Junji Majima, Yui Horie, Hirofumi Nojima","Ryuji Takasu lives in a falling down house with his mother, and although being a nice guy is cursed with the evil look of his father causing people to avoid him. Taiga Aisaka is a tiny,self...                See full summary »"
The Edge of Night,30,Crime,7.8,1956,1984,28,"Ann Flood, Forrest Compton, Donald May, Joel Crothers","In the city of Monticello, attorney Mike Karr and his colleagues are involved in solving crimes and intrigue which touch the lives of many citizens. Some such citizens include dowager ...                See full summary »"
The Edge of Night,30,Drama,7.8,1956,1984,28,"Ann Flood, Forrest Compton, Donald May, Joel Crothers","In the city of Monticello, attorney Mike Karr and his colleagues are involved in solving crimes and intrigue which touch the lives of many citizens. Some such citizens include dowager ...                See full summary »"
The Edge of Night,30,Mystery,7.8,1956,1984,28,"Ann Flood, Forrest Compton, Donald May, Joel Crothers","In the city of Monticello, attorney Mike Karr and his colleagues are involved in solving crimes and intrigue which touch the lives of many citizens. Some such citizens include dowager ...                See full summary »"
Wild Bill,45,Comedy,6.9,2019,2019,0,"Rob Lowe, Bronwyn James, Tony Pitts, Aloreia Spencer","US police chief Bill Hixon lands in Lincolnshire with his 14 year-old daughter Kelsey, hoping to flee their recent painful past. New community forces Bill to question everything about himself."
Wild Bill,45,Crime,6.9,2019,2019,0,"Rob Lowe, Bronwyn James, Tony Pitts, Aloreia Spencer","US police chief Bill Hixon lands in Lincolnshire with his 14 year-old daughter Kelsey, hoping to flee their recent painful past. New community forces Bill to question everything about himself."
Wild Bill,45,Drama,6.9,2019,2019,0,"Rob Lowe, Bronwyn James, Tony Pitts, Aloreia Spencer","US police chief Bill Hixon lands in Lincolnshire with his 14 year-old daughter Kelsey, hoping to flee their recent painful past. New community forces Bill to question everything about himself."
Dragons: Riders of Berk,22,Animation,7.9,2012,2014,2,"Jay Baruchel, Christopher Mintz-Plasse, T.J. Miller, America Ferrera",The further adventures of Hiccup and his friends on the Island of Berk.
Dragons: Riders of Berk,22,Action,7.9,2012,2014,2,"Jay Baruchel, Christopher Mintz-Plasse, T.J. Miller, America Ferrera",The further adventures of Hiccup and his friends on the Island of Berk.
Dragons: Riders of Berk,22,Adventure,7.9,2012,2014,2,"Jay Baruchel, Christopher Mintz-Plasse, T.J. Miller, America Ferrera",The further adventures of Hiccup and his friends on the Island of Berk.
Men Behaving Badly,45,Comedy,7.7,1992,2014,22,"Martin Clunes, Caroline Quentin, Leslie Ash, Neil Morrissey",Two early thirties best friends live together while having completely different personalities. While their girlfriends try to help them take on more responsibilities the boys seldom respond well and usually end up drinking together.
American Dreams,60,Drama,7.7,2002,2005,3,"Gail O'Grady, Tom Verica, Brittany Snow, Jonathan Adams","In the 1960s, a family experiences life and the struggles of the era, accompanied by the well-known pop songs of the period."
American Dreams,60,Family,7.7,2002,2005,3,"Gail O'Grady, Tom Verica, Brittany Snow, Jonathan Adams","In the 1960s, a family experiences life and the struggles of the era, accompanied by the well-known pop songs of the period."
American Dreams,60,History,7.7,2002,2005,3,"Gail O'Grady, Tom Verica, Brittany Snow, Jonathan Adams","In the 1960s, a family experiences life and the struggles of the era, accompanied by the well-known pop songs of the period."
Mutant X,60,Action,5.7,2001,2004,3,"Victoria Pratt, Forbes March, Victor Webster, John Shea","A fugitive geneticist and four of his ""creations"" search for others of their kind while attempting to stay a step ahead of a morally ambiguous government agent."
Mutant X,60,Adventure,5.7,2001,2004,3,"Victoria Pratt, Forbes March, Victor Webster, John Shea","A fugitive geneticist and four of his ""creations"" search for others of their kind while attempting to stay a step ahead of a morally ambiguous government agent."
Mutant X,60,Drama,5.7,2001,2004,3,"Victoria Pratt, Forbes March, Victor Webster, John Shea","A fugitive geneticist and four of his ""creations"" search for others of their kind while attempting to stay a step ahead of a morally ambiguous government agent."
The Real O'Neals,30,Comedy,7.2,2016,2017,1,"Martha Plimpton, Jay R. Ferguson, Noah Galvin, Matt Shively",A family's bond is strengthened when the youngest son tells his parents that he's gay.
The Real O'Neals,30,Drama,7.2,2016,2017,1,"Martha Plimpton, Jay R. Ferguson, Noah Galvin, Matt Shively",A family's bond is strengthened when the youngest son tells his parents that he's gay.
The Real O'Neals,30,Musical,7.2,2016,2017,1,"Martha Plimpton, Jay R. Ferguson, Noah Galvin, Matt Shively",A family's bond is strengthened when the youngest son tells his parents that he's gay.
Mortal Kombat,10,Short,7.3,2011,2013,2,"Casper Van Dien, Ian Anthony Dale, Samantha Win, Kim Do Nguyen","The first season of Mortal Kombat: Legacy is a prequel to the original game, explaining the background stories of several characters from the series and demonstrating their reasons for ...                See full summary »"
Mortal Kombat,10,Action,7.3,2011,2013,2,"Casper Van Dien, Ian Anthony Dale, Samantha Win, Kim Do Nguyen","The first season of Mortal Kombat: Legacy is a prequel to the original game, explaining the background stories of several characters from the series and demonstrating their reasons for ...                See full summary »"
Mortal Kombat,10,Adventure,7.3,2011,2013,2,"Casper Van Dien, Ian Anthony Dale, Samantha Win, Kim Do Nguyen","The first season of Mortal Kombat: Legacy is a prequel to the original game, explaining the background stories of several characters from the series and demonstrating their reasons for ...                See full summary »"
FBoy Island,50,Game-Show,5.3,2021,2022,1,"Nikki Glaser, Casey Johnson, Peter Park, Garrett Morosky","Three women on a tropical island are joined by 24 men, where half of them are self-proclaimed ""nice guys"" and the other half ""F-boys."" Whom will the women choose and will they find real love?"
FBoy Island,50,Reality-TV,5.3,2021,2022,1,"Nikki Glaser, Casey Johnson, Peter Park, Garrett Morosky","Three women on a tropical island are joined by 24 men, where half of them are self-proclaimed ""nice guys"" and the other half ""F-boys."" Whom will the women choose and will they find real love?"
FBoy Island,50,Romance,5.3,2021,2022,1,"Nikki Glaser, Casey Johnson, Peter Park, Garrett Morosky","Three women on a tropical island are joined by 24 men, where half of them are self-proclaimed ""nice guys"" and the other half ""F-boys."" Whom will the women choose and will they find real love?"
Kung Fu Panda: Legends of Awesomeness,22,Animation,7.0,2011,2016,5,"Mick Wingert, Kari Wahlgren, Fred Tatasciore, Max Koch",The further adventures of Po the Dragon Warrior and his friends.
Kung Fu Panda: Legends of Awesomeness,22,Action,7.0,2011,2016,5,"Mick Wingert, Kari Wahlgren, Fred Tatasciore, Max Koch",The further adventures of Po the Dragon Warrior and his friends.
Kung Fu Panda: Legends of Awesomeness,22,Adventure,7.0,2011,2016,5,"Mick Wingert, Kari Wahlgren, Fred Tatasciore, Max Koch",The further adventures of Po the Dragon Warrior and his friends.
Pinky and the Brain,30,Animation,7.8,1995,1998,3,"Maurice LaMarche, Rob Paulsen, Tress MacNeille, Frank Welker",A genius mouse and his stupid sidekick try to conquer the world each night.
Pinky and the Brain,30,Adventure,7.8,1995,1998,3,"Maurice LaMarche, Rob Paulsen, Tress MacNeille, Frank Welker",A genius mouse and his stupid sidekick try to conquer the world each night.
Pinky and the Brain,30,Comedy,7.8,1995,1998,3,"Maurice LaMarche, Rob Paulsen, Tress MacNeille, Frank Welker",A genius mouse and his stupid sidekick try to conquer the world each night.
The Playboy Club,60,Crime,6.2,2011,2011,0,"Randy Steinmeyer, Eddie Cibrian, David Krumholtz, Laura Benanti",Centers on the Bunnies and patrons of the original Playboy Club in 1960s Chicago.
The Playboy Club,60,Drama,6.2,2011,2011,0,"Randy Steinmeyer, Eddie Cibrian, David Krumholtz, Laura Benanti",Centers on the Bunnies and patrons of the original Playboy Club in 1960s Chicago.
Ramo,120,Action,6.9,2020,2021,1,"Murat Yildirim, Esra Bilgiç, Sacide Tasaner, Ilker Aksum",The series will focus on the conflict between the two families and a great love that will flourish between this struggle.
Ramo,120,Drama,6.9,2020,2021,1,"Murat Yildirim, Esra Bilgiç, Sacide Tasaner, Ilker Aksum",The series will focus on the conflict between the two families and a great love that will flourish between this struggle.
Rising Damp,30,Comedy,7.7,1974,1978,4,"Leonard Rossiter, Don Warrington, Frances de la Tour, Richard Beckinsale","Popular sitcom set in a seedy bedsit lorded over by the mean, vain, boastful, cowardly, racist landlord Rigsby. In each episode, his conceits are debunked by his long-suffering tenants."
O11CE,23,Family,8.1,2017,2019,2,"Rafael Christian, Mariano González, Sebastián Athié, Juan David Penagos",Gabo is accepted to go to the IAD to become a professional football player.
O11CE,23,Sport,8.1,2017,2019,2,"Rafael Christian, Mariano González, Sebastián Athié, Juan David Penagos",Gabo is accepted to go to the IAD to become a professional football player.
Doc McStuffins,11,Animation,6.6,2012,2022,10,"Lara Jill Miller, Robbie Rist, Loretta Devine, Jess Harnell","""Doc McStuffins"" is an imaginative animated series about Doc McStuffins, a young girl who aspires to be a doctor like her mom and communicates with and heals broken toys and stuffed animals."
Doc McStuffins,11,Family,6.6,2012,2022,10,"Lara Jill Miller, Robbie Rist, Loretta Devine, Jess Harnell","""Doc McStuffins"" is an imaginative animated series about Doc McStuffins, a young girl who aspires to be a doctor like her mom and communicates with and heals broken toys and stuffed animals."
Doc McStuffins,11,Fantasy,6.6,2012,2022,10,"Lara Jill Miller, Robbie Rist, Loretta Devine, Jess Harnell","""Doc McStuffins"" is an imaginative animated series about Doc McStuffins, a young girl who aspires to be a doctor like her mom and communicates with and heals broken toys and stuffed animals."
Star Trek Continues,45,Action,8.1,2013,2017,4,"Vic Mignogna, Todd Haberkorn, Christopher Doohan, Grant Imahara",The further adventures of the crew of the USS Enterprise.
Star Trek Continues,45,Adventure,8.1,2013,2017,4,"Vic Mignogna, Todd Haberkorn, Christopher Doohan, Grant Imahara",The further adventures of the crew of the USS Enterprise.
Star Trek Continues,45,Sci-Fi,8.1,2013,2017,4,"Vic Mignogna, Todd Haberkorn, Christopher Doohan, Grant Imahara",The further adventures of the crew of the USS Enterprise.
Robin of Sherwood,60,Action,8.4,1984,1986,2,"Peter Llewellyn Williams, Ray Winstone, Mark Ryan, Clive Mantle",A forest mystical being appoints two men in succession as the legendary outlaw defender of the oppressed.
Robin of Sherwood,60,Drama,8.4,1984,1986,2,"Peter Llewellyn Williams, Ray Winstone, Mark Ryan, Clive Mantle",A forest mystical being appoints two men in succession as the legendary outlaw defender of the oppressed.
Robin of Sherwood,60,Fantasy,8.4,1984,1986,2,"Peter Llewellyn Williams, Ray Winstone, Mark Ryan, Clive Mantle",A forest mystical being appoints two men in succession as the legendary outlaw defender of the oppressed.
"Mary Hartman, Mary Hartman",30,Comedy,7.9,1976,1977,1,"Louise Lasser, Greg Mullavey, Mary Kay Place, Graham Jarvis",A small-town housewife struggles to cope with the increasingly bizarre and violent events unfolding around her.
"Mary Hartman, Mary Hartman",30,Romance,7.9,1976,1977,1,"Louise Lasser, Greg Mullavey, Mary Kay Place, Graham Jarvis",A small-town housewife struggles to cope with the increasingly bizarre and violent events unfolding around her.
Make Room for Daddy,30,Comedy,7.1,1953,1965,12,"Danny Thomas, Rusty Hamer, Marjorie Lord, Angela Cartwright","Danny is a New York entertainer. Between his co-stars at the nightclub where he performs and his wife and kids, he has dilemmas galore, which he somehow manages to resolve and still laugh."
Make Room for Daddy,30,Family,7.1,1953,1965,12,"Danny Thomas, Rusty Hamer, Marjorie Lord, Angela Cartwright","Danny is a New York entertainer. Between his co-stars at the nightclub where he performs and his wife and kids, he has dilemmas galore, which he somehow manages to resolve and still laugh."
The Brave,43,Action,7.5,2017,2018,1,"Anne Heche, Mike Vogel, Tate Ellington, Demetrius Grosse",The complex world of our bravest military heroes who make personal sacrifices while executing the most challenging and dangerous missions behind enemy lines.
The Brave,43,Drama,7.5,2017,2018,1,"Anne Heche, Mike Vogel, Tate Ellington, Demetrius Grosse",The complex world of our bravest military heroes who make personal sacrifices while executing the most challenging and dangerous missions behind enemy lines.
The Brave,43,Thriller,7.5,2017,2018,1,"Anne Heche, Mike Vogel, Tate Ellington, Demetrius Grosse",The complex world of our bravest military heroes who make personal sacrifices while executing the most challenging and dangerous missions behind enemy lines.
Bob the Builder,10,Animation,5.5,1997,2018,21,"Rob Rackstraw, Kate Harbour, Lorelei King, Neil Morrissey","Bob the Builder and his machine team are ready to tackle any project. Bob and the Can-Do Crew demonstrate the power of positive thinking, problem-solving, teamwork, and follow-through. The ...                See full summary »"
